timestamp,temp,set_temp,p,i,d,dac,volt,run,alarm,limit
2026-03-19 17:30:32,49.83,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:32,50.05,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:33,50.27,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:33,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:33,49.54,65.0,12.0,0.1,18.0,3045.0,2.435,1,0,75.0
2026-03-19 17:30:33,49.02,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:33,50.27,65.0,12.0,0.1,18.0,2048.0,0.0,1,0,75.0
2026-03-19 17:30:34,49.68,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:34,49.61,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:34,49.39,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:34,49.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:35,49.32,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:35,49.24,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:35,49.32,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:35,49.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:36,48.44,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:36,49.76,65.0,12.0,0.1,18.0,2048.0,0.0,1,0,75.0
2026-03-19 17:30:36,49.9,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:36,48.95,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:36,49.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:37,49.17,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:37,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:37,48.44,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:37,48.58,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:38,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:38,48.8,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:38,49.24,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:38,49.17,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:38,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:39,48.44,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:39,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:39,48.29,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:39,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:40,48.95,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:40,49.02,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:40,48.8,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:40,47.92,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:41,48.51,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:41,48.51,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:41,48.58,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:41,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:41,48.51,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:42,48.58,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:42,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:42,48.8,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:42,48.8,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:43,49.39,65.0,12.0,0.1,18.0,4028.0,4.836,1,0,75.0
2026-03-19 17:30:43,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:43,48.88,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:43,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:43,49.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:44,48.8,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:44,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:44,48.36,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:44,48.29,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:45,48.95,65.0,12.0,0.1,18.0,3897.0,4.516,1,0,75.0
2026-03-19 17:30:45,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:45,48.29,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:45,48.88,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:46,48.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:46,48.51,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:46,48.44,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:46,49.39,65.0,12.0,0.1,18.0,2731.0,1.668,1,0,75.0
2026-03-19 17:30:46,49.17,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:47,48.8,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:47,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:47,49.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:47,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:48,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:48,49.17,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:48,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:48,48.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:48,48.88,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:49,49.24,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:49,48.95,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:49,48.58,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:49,49.02,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:50,48.88,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:50,49.24,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:50,48.95,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:50,49.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:51,49.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:51,48.22,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:51,49.46,65.0,12.0,0.1,18.0,2048.0,0.0,1,0,75.0
2026-03-19 17:30:51,49.39,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:51,48.95,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:52,49.32,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:52,49.32,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:52,49.46,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:52,50.12,65.0,12.0,0.1,18.0,3719.0,4.082,1,0,75.0
2026-03-19 17:30:53,48.88,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:53,49.24,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:53,49.61,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:53,49.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:53,50.2,65.0,12.0,0.1,18.0,3718.0,4.079,1,0,75.0
2026-03-19 17:30:54,50.2,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:54,49.9,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:54,49.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:54,49.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:55,49.68,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:55,50.56,65.0,12.0,0.1,18.0,2837.0,1.927,1,0,75.0
2026-03-19 17:30:55,50.27,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:55,49.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:56,50.27,65.0,12.0,0.1,18.0,2048.0,0.0,1,0,75.0
2026-03-19 17:30:56,49.61,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:56,50.05,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:56,49.9,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:56,49.9,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:57,49.98,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:57,50.2,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:57,50.27,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:57,50.2,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:58,50.85,65.0,12.0,0.1,18.0,3611.0,3.818,1,0,75.0
2026-03-19 17:30:58,50.34,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:58,51.15,65.0,12.0,0.1,18.0,3004.0,2.335,1,0,75.0
2026-03-19 17:30:58,50.64,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:58,50.64,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:59,50.78,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:59,50.64,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:59,51.0,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:30:59,51.15,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:00,51.0,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:00,51.51,65.0,12.0,0.1,18.0,4017.0,4.809,1,0,75.0
2026-03-19 17:31:00,50.93,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:00,51.07,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:01,51.07,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:01,51.15,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:01,51.07,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:01,50.85,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:01,51.22,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:02,50.78,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:02,51.15,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:02,51.29,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:02,51.51,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:03,51.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:03,51.73,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:03,51.59,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:03,51.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:04,51.66,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:04,52.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:04,51.95,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:04,52.03,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:04,52.25,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:05,52.03,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:05,52.32,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:05,52.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:05,52.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:06,52.1,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:06,52.69,65.0,12.0,0.1,18.0,3531.0,3.622,1,0,75.0
2026-03-19 17:31:06,52.69,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:06,52.54,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:06,52.83,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:07,52.76,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:07,52.61,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:07,53.13,65.0,12.0,0.1,18.0,3708.0,4.055,1,0,75.0
2026-03-19 17:31:07,52.83,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:08,52.69,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:08,53.05,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:08,52.76,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:08,52.98,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:09,52.83,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:09,53.13,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:09,53.35,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:09,53.2,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:09,52.69,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:10,53.57,65.0,12.0,0.1,18.0,2277.0,0.559,1,0,75.0
2026-03-19 17:31:10,53.93,65.0,12.0,0.1,18.0,4079.0,4.961,1,0,75.0
2026-03-19 17:31:10,53.86,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:10,52.91,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:11,53.79,65.0,12.0,0.1,18.0,2232.0,0.449,1,0,75.0
2026-03-19 17:31:11,54.23,65.0,12.0,0.1,18.0,3747.0,4.15,1,0,75.0
2026-03-19 17:31:11,54.08,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:11,53.79,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:11,53.93,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:12,53.49,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:12,53.71,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:12,53.86,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:12,53.93,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:13,54.15,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:13,54.08,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:13,54.37,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:13,54.45,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:14,54.96,65.0,12.0,0.1,18.0,3323.0,3.114,1,0,75.0
2026-03-19 17:31:14,54.67,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:14,54.89,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:14,54.23,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:14,54.23,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:15,54.52,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:15,55.25,65.0,12.0,0.1,18.0,2455.0,0.994,1,0,75.0
2026-03-19 17:31:15,54.89,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:15,55.18,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:16,54.67,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:16,54.74,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:16,55.54,65.0,12.0,0.1,18.0,2123.0,0.183,1,0,75.0
2026-03-19 17:31:16,54.81,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:16,55.25,65.0,12.0,0.1,18.0,3549.0,3.666,1,0,75.0
2026-03-19 17:31:17,55.03,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:17,54.81,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:17,55.18,65.0,12.0,0.1,18.0,3842.0,4.382,1,0,75.0
2026-03-19 17:31:17,54.81,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:18,55.62,65.0,12.0,0.1,18.0,2119.0,0.173,1,0,75.0
2026-03-19 17:31:18,55.18,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:18,55.4,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:18,55.25,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:19,55.54,65.0,12.0,0.1,18.0,4035.0,4.853,1,0,75.0
2026-03-19 17:31:19,55.98,65.0,12.0,0.1,18.0,3389.0,3.276,1,0,75.0
2026-03-19 17:31:19,55.84,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:19,55.32,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:19,55.98,65.0,12.0,0.1,18.0,2584.0,1.309,1,0,75.0
2026-03-19 17:31:20,55.84,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:20,55.84,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:20,56.13,65.0,12.0,0.1,18.0,3904.0,4.533,1,0,75.0
2026-03-19 17:31:20,55.84,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:21,56.13,65.0,12.0,0.1,18.0,3908.0,4.543,1,0,75.0
2026-03-19 17:31:21,56.2,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:21,56.35,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:21,55.91,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:21,56.35,65.0,12.0,0.1,18.0,3321.0,3.109,1,0,75.0
2026-03-19 17:31:22,56.72,65.0,12.0,0.1,18.0,3503.0,3.554,1,0,75.0
2026-03-19 17:31:22,56.42,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:22,56.35,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:22,56.57,65.0,12.0,0.1,18.0,4084.0,4.973,1,0,75.0
2026-03-19 17:31:23,56.35,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:23,57.3,65.0,12.0,0.1,18.0,2048.0,0.0,1,0,75.0
2026-03-19 17:31:23,56.72,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:23,56.5,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:24,57.01,65.0,12.0,0.1,18.0,2904.0,2.091,1,0,75.0
2026-03-19 17:31:24,57.3,65.0,12.0,0.1,18.0,3644.0,3.898,1,0,75.0
2026-03-19 17:31:24,56.5,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:24,56.64,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:24,57.08,65.0,12.0,0.1,18.0,3163.0,2.723,1,0,75.0
2026-03-19 17:31:25,57.08,65.0,12.0,0.1,18.0,4094.0,4.998,1,0,75.0
2026-03-19 17:31:25,57.6,65.0,12.0,0.1,18.0,2770.0,1.764,1,0,75.0
